date,close,high,low,open,volume,symbol
2021-11-09,20.12,20.51,19.41,20.505,164928461,F
2021-11-10,19.36,20.47,19.06,19.88,229109585,F
2021-11-11,19.55,19.84,19.2636,19.64,96436462,F
2021-11-12,19.5,19.62,19.2101,19.38,77837876,F
2021-11-15,19.86,19.95,19.14,19.46,84838610,F
2021-11-16,19.79,20.06,19.53,19.9,66557180,F
2021-11-17,19.96,20.01,19.44,19.74,80855162,F
2021-11-18,19.56,20.26,19.36,20.16,111368830,F
2021-11-19,19.39,19.6669,19.24,19.64,64610377,F
2021-11-22,20.48,20.79,19.305,19.39,137861746,F
2021-11-23,20.2,20.53,19.97,20.43,90984519,F
2021-11-24,20.25,20.34,19.78,19.97,77324307,F
2021-11-26,19.75,19.84,19.47,19.66,49434029,F
2021-11-29,19.67,20.19,19.49,20.07,68778690,F
2021-11-30,19.19,19.95,19.03,19.62,103238403,F
2021-12-01,19.58,20.47,19.53,19.63,125478335,F
2021-12-02,19.87,20.11,19.28,19.5,94142272,F
2021-12-03,19.14,20.4,18.93,20.37,120275163,F
2021-12-06,19.22,19.49,18.6148,19.23,88147408,F
2021-12-07,19.96,20.06,19.52,19.65,75885619,F
2021-12-08,19.81,20.19,19.75,20.18,63246825,F
2021-12-09,19.57,19.93,19.54,19.76,63357578,F
2021-12-10,21.45,21.49,19.7567,19.77,169657197,F
2021-12-13,20.43,21.3,20.13,21.24,126632315,F
2021-12-14,20.05,20.18,19.38,19.8,124559737,F
2021-12-15,20.19,20.33,19.55,19.99,79679724,F
2021-12-16,20.35,21.1,20.26,20.57,107020894,F
2021-12-17,19.77,20.24,19.6,20.03,98962927,F
2021-12-20,19.42,19.6199,19.05,19.46,74565603,F
2021-12-21,19.61,19.79,19.33,19.75,58930944,F
2021-12-22,20.14,20.34,19.64,19.64,75806410,F
2021-12-23,20.25,20.41,20,20.08,50610458,F
2021-12-27,20.8,20.89,20.1,20.26,59651800,F
2021-12-28,20.76,21.06,20.59,20.66,53020539,F
2021-12-29,20.56,20.77,20.45,20.71,37882981,F
2021-12-30,20.47,20.96,20.47,20.59,51470113,F
2021-12-31,20.77,21.01,20.46,20.46,51899612,F
2022-01-03,21.77,21.88,21.06,21.27,110964650,F
2022-01-04,24.31,24.5576,22.42,22.52,311645226,F
2022-01-05,23.66,24.95,23.47,24.06,253540030,F
2022-01-06,24.46,24.62,23.36,24.09,155058829,F
2022-01-07,24.44,24.91,24.04,24.67,127017482,F
2022-01-10,23.85,24.44,23.35,24.1,122800705,F
2022-01-11,24.35,24.35,23.28,23.78,106011628,F
2022-01-12,24.47,24.84,24.01,24.61,104049995,F
2022-01-13,25.02,25.87,24.37,24.64,185780529,F
2022-01-14,25.19,25.28,24.3,24.47,146012226,F
2022-01-18,24.38,25.13,24.3,24.87,110820118,F
2022-01-19,22.45,24.92,22.41,24.65,153198159,F
2022-01-20,21.65,22.88,21.57,21.88,152014122,F
2022-01-21,20.65,21.5,20.54,21.21,145532883,F
2022-01-24,20.39,20.47,18.8,19.93,186937311,F
